"file_name","V3","V4","V8","V15"
"Audi$$Q3$$2016$$Silver$$7_19$$1134$$image_2.jpg",3.2750828,-1.5990589,0.6459775,1.4129089
"Audi$$Q3$$2016$$Silver$$7_19$$14$$image_5.jpg",0.8677544,-1.257675,-0.12641385,1.2493522
"Audi$$Q3$$2016$$White$$7_19$$1103$$image_0.jpg",1.2966489,-0.1401108,-1.3064119,0.81643397
"Audi$$Q3$$2016$$White$$7_19$$1106$$image_5.jpg",3.394185,-1.7736849,0.47731224,0.67876726
"Audi$$Q3$$2016$$White$$7_19$$1626$$image_2.jpg",4.304899,-0.6788042,-0.34441593,2.3176887
"Audi$$Q3$$2016$$White$$7_19$$663$$image_0.jpg",1.0849603,-0.65604246,0.6579514,1.8841987
"Audi$$Q3$$2016$$White$$7_19$$917$$image_4.jpg",0.30518907,0.3718282,-0.58676946,1.1869278
"Audi$$Q3$$2017$$Silver$$7_19$$222$$image_5.jpg",1.7676468,-0.18897186,0.27611846,0.7313812
"Audi$$Q3$$2017$$White$$7_19$$1007$$image_4.jpg",0.7978245,-1.8344451,0.47284633,0.25979474
"Audi$$Q3$$2017$$White$$7_19$$1044$$image_0.jpg",1.9714991,-2.7048774,-0.7843989,0.70845616
